text,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타 혐오,악플/욕설,clean
"@yoongaphee 안철수 심상정 ㅡ시컨둥 하던데요
정의당은 당했거든요 ㅡ배신",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.09,0.84
"@sangjungsim 정의당을 망하게한 심상정 에휴
어쩌다이렇게 정의없는 정의당이 
되었을까
내유동거주할때
심상정지지 지금은후회하고있죠",0.07,0.01,0.01,0.05,0.01,0.01,0.01,0.08,0.52,0.09
"진중권 ""이재명, 전화로 '품지 못해 죄송' 사과..열심히 하시라 했다"" | 다음 뉴스 https://t.co/EV5EqSRjVD 너 때문에 정의당 완전히 버렸다 버러지",0.03,0.01,0.01,0.03,0.01,0.01,0.01,0.05,0.75,0.07
"민주당,국민의 힘,국민당,정의당 정개들 앞""대한민국 적폐청산 일제 시대부터 내려온 조선총독부령 매국노 공천제 계승 유신헌법에 의한 정당공천제다,민주당 민주화,국민의 힘 자유 민주 대한민국,정의당 정의,국민당 새정치 쫏까고 자빠졌네,니들이 적폐야 개새끼들아,니들의 고향 일본으로 돌아가라",0.02,0.01,0.01,0.76,0.01,0.05,0.02,0.05,0.23,0.02
어슷한 사례로 페미니스트들을 들 수 있는데 이들은 아예 여성의당이나 정의당으로 투표할 쪽을 정해놓고는 기성정당들을 향해 내표는 노리지 않냐며 짖는다.  정작 정의당이나 여성의당이 그래서 무엇을 이뤄냈는지는 따지지않는다,0.32,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.16,0.5
"불꽃 추적단 이런거는 안까냐🤬
신남성연대는 자국 법으로 처리 할수나 있지.
북한이랑 전쟁 나면 한국 여자들 안전은 누가 책임져 주니???
큰 그림을 못보는거냐 민주당에 기생해서 한자리 얻으려는거냐.
정의당 반미도 역겨움. 안보가 없는데 뭔 인권 이지랄🤬 https://t.co/nmBlZA1jyy",0.51,0.02,0.03,0.07,0.01,0.01,0.01,0.11,0.24,0.06
"나 탈당한다 새끼들아
어짜피 우리집의 근본은
민주정의당 이였어😑
근본을 찾아가야지 https://t.co/pRqUYSAShh",0.02,0.01,0.01,0.02,0.01,0.03,0.01,0.06,0.88,0.05
이 사람 지금 #정의당 입니다 여러분ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ https://t.co/rWJItXXzBX,0.02,0.01,0.01,0.02,0.0,0.01,0.01,0.02,0.34,0.48
"“전범국서 온 X” 악플테러에... 유튜버 ‘소련여자’, 사이다 일침 날렸다
https://t.co/BUv2BcNIIl
===

딱 한나라당 민주당 정의당 수준이다.

한나라당은 전범국인 일본 엄청 좋아해.

민주당, 정의당은 전범국인 북한 엄청 좋아해.",0.13,0.01,0.01,0.58,0.01,0.01,0.01,0.04,0.2,0.09
"요새 신호등 들으면 원곡 가사 보다
심상정 후보 로고송 가사가 먼저 떠오름ㅎ

붉은색 푸른색 그 사이 정의당 심상정은
노란색 기호 3번 정의당 심상정이
내 마음 속에 딱 들어버려 심상정이 되면
주4일제 복지국가 이제 내삶이 달라질 거야 https://t.co/AZF6S6l35r https://t.co/Qto1miIiDk",0.02,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.1,0.77
"19대 대선에서 청소년 모의투표에 심상정이 압도적인 표로 1위하는거 보고..시간이 흐르고 지금 청소년들이 20대가 되고 어른이되면정의당에서도 언젠가 대통령이 나올것! 이렇게 생각했는데 그때 청소년들 지금다 이대남,펨코 하고있음.. 심지어 20대대선에선 이재명이라도 되라고 날마다 기도해 ㅋㅋ",0.05,0.02,0.01,0.01,0.01,0.02,0.0,0.02,0.1,0.82
별개로 이재명 지지자들이 심상정 지지자들에게 호소하거나 비난하는 건 별로 의미없다 생각함.. 어차피 피씨를 이유로 정의당 찍는 사람들은 민주당에서 누가 나오든 조금만 트집거리 있어도 치떨면서 안찍을 것이기 때문에,0.04,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.17,0.69
@byjLygaofQqeS2Q 정의당원 아닌데요^^ 걍 심상정/정의당 후보 나올때마다 찍는데요 왜요?,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.07,0.89
"민주당에는 민주가 없고

국민의 힘 당에는 국민이 없고

정의당에는 정의가 없다",0.04,0.0,0.01,0.03,0.0,0.05,0.01,0.07,0.33,0.12
RT)녹색정의당 당대표이자 초선의원인 노민영의 여성보좌관. 능력있고 머리까지 좋아 노민영의 신뢰를 한 몸에 받으며 능력을 발휘하는 당찬 '워킹걸' 정윤희(민지아 분) ( parody_control ),0.06,0.02,0.02,0.05,0.01,0.02,0.01,0.01,0.04,0.86
통합진보당을 찍었는지는 모르겠다. 그럴거면 뭐하러 나왔냐고 나는 혀를 찼고 엄마는 그게 정치지 하고 아마도 찍었겠지. 그리고 정의당을 찍었는지 말았는지는 또 알 수 없지만 아마도 찍었으리라 짐작한다. 엄마는 노회찬 좋아했거든. 아 요즘은 삼십년 넘게 싫어해온 민주당 찍습니다.,0.03,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.13,0.81
"""친윤 스피커 들통난 후 정의당으로 도망친 진중권 씨 근황. 참 초라합니다""

진중권 ""이재명, 전화로 '품지 못해 죄송' 사과..열심히 하시라 했다"" | 다음뉴스 https://t.co/il1xPx6I9P",0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.15,0.79
"아니 결국 민주당이 전향자에 좀 더 포용적인건 사실이고(빅텐트이기도 하고) 잘못된 방법 운운해봐야 실제로 당원배가에 성공한 건 민주당, 실패한 건 정의당인데 여기서 이래봐야 '우리가 맞고 쟤는 틀렸는데' + 국개론 밖에 더 된다냐? 그럴싸한 합리화 좀 그만하고 할일부터 좀 하라냐.",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.64,0.38
@newsvop 똑같은 기사를 몇개나 올리는거죠?? 정의당 지지자인가 의심스러울 정도네요,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.27,0.72
@byjLygaofQqeS2Q 걍 마웨로 냅두면 될걸 민주당 정의당 2중대 취급하고 평소에 한줌 지지율이라고 무시하다가 선거철만 되면 지들 똥싸놓은거 같이 치우자고 정의당 지지자들 한테'만' 회초리 드는거 때문에 더더욱 맘이 굳혀져서 소신투표로 가는거면 모를까. 위근우 때문에 전략투표 안하는 거라고요???,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.46,0.41
"정의당도 가주십시오(not 티알플로우 making 의도)
그럼 이십케이",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.11,0.82
@byjLygaofQqeS2Q 님 트윗보니까 쌍코하시나요? 거기서도 남페미 위근우 패듯이 대깨문 패셨나요? 아니면 정의당 지지자들 심찍윤 이러면서 회초리 치느만큼 거기서 윤석열 되면 너네 좆된다면서 회초리 드셨나요? 진짜 궁금하네요.,0.6,0.14,0.01,0.02,0.02,0.01,0.01,0.05,0.11,0.08
"@illi1ilIIll1i @gyoka77 진짜 막산이가 전화한 목적은 언론에서 자기에게 마이너스 되는 얘기 좀 하지 말라고임 
그래서 진중권이 이제 정의당에 들어 가기도 해서 평론은 안할거라고 안심하라고 했다고 함",0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.12,0.84
"었다""고 말했다.

그러면서 ""무엇 때문에 전화했는지는 알겠다. 지금은 저는 누구도 지지하지 않으니까 안심하시라고 (말했다). 저는 심상정 정의당 후보를 지지할 것이고 두 분(이 후보와 윤석열 국민의힘 후보) 간의 싸움에는 제가 개입하지 않을 것""이라고 말했다고 전했다.""",0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.07,0.91
"예전에 모 진보 오니쨩이 '지방에서 태어난 것만 억울한 한남들'이 스피커 잡고 있다고 막 뭐라고 했는데, 그게 편향으로 보이면 같은 논리로 역지사지는 못한다냐? 지금 정의당은 '소수자인 부분이 특히 절절한' 지지자들 말고는 다 쓰레기처럼 버려버렸는데 대체 우리 목소리는 누가 지운거다냐? https://t.co/Ry1Nue1e9j",0.04,0.83,0.03,0.02,0.02,0.05,0.01,0.03,0.09,0.05
정의당 지지층에서 상승보다 더 웃긴건 (역시나 분석하기 미미한 숫자지만) 진보 성향 응답자 중 윤 지지율은 떨어졌다는 것.,0.04,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.16,0.73
"정의당은 민주당이 후 보내지 않는 지역 구 세 곳,
이번 대선에 같이 투표 하는 국회의원 지역구를,
최대한 힘써서 당선을 위해 노력 해야 함! - -",0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.06,0.89
"까놓고 말해서 지방, 빈곤, 노동계급인 소수자들이 정의당 지금 행보를 좋게 보지도 않고(탐탁했으면 지방 조직이 재편됐으면 몰라도 그꼴은 안났을 거다냐), 이 문제 여기저기서 공감하며, '분열된 진보의 통합'이라는 건 민주노총도 하는 소리니까 정말 오니쨩들 입만 살지 말고 노력을 좀 해달라냐?",0.02,0.01,0.02,0.01,0.01,0.03,0.01,0.09,0.34,0.29
"애초에 지금 노동자 지지층이 이탈한 것도 모자라서 진보당과의 갈등은 봉합도 못하고 있고, 이 연장선에서 '민주노총 측 후보단일화 제안' 테이블을 정의당이 사실상 주도적으로 걷어차고 나가서 지금 정말 몇 표 얻을지 분위기도 냉랭한데 '소수자 의제'로 표팔이하는 것도 참 너무한다냐.",0.02,0.01,0.04,0.01,0.01,0.01,0.01,0.1,0.49,0.16
"솔직히 진보당은 NL이고 여전히 당의 지령이 세포조직에 하달되는 상황인데다 기소당은 보드게임뫄뫄뫄의 그늘로 대표되는 비선실세와 사조직의 어둠이 강하고, 노동당은 말해 무엇한다냐 변혁과 합당했는데 뭐 그거 다 따져도 지금 정의당이 저들보다 나은 것도 별로 없다냐.",0.03,0.01,0.01,0.03,0.01,0.01,0.01,0.02,0.18,0.7
"지금 심상정이 특출나게 좋은 공약을 하는 것도 아니고, 지지율이 눈에 띄게 유의미한 것도 아닌데 굳이 정의당과 심상정을 계속 미는 것에 무슨 의미가 있다냐? 혹시 오니쨩들도 '당선 가능성, 선택과 집중' 걸고 내심 사표론에 입각해 판단하고 있는 건 아니다냐?",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.81
"게다가 그 오니쨩들이 진보연하는 것도 따지고 보면 본심인지 그냥 악세서리인지 아리까리한데, 지금 진보후보가 심상정만 있는 것도 아니고, NL이라도 괜찮다면 진보당, 사회당이어도 괜찮으면 기소당, 변혁이어도 괜찮다면 노동당이 다 있는데 왜째서 정의당인지 설명도 못하면서 아무튼 올려친다냐.",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.23,0.69
민주당은 권리당원도 늘고 당 재정도 계속 좋아지는데 정의당은 당원 격감에 재정이 파탄나고 있음에도 '당원은 아니지만 정의당 지지한다'가 트위터에서 넘실거리고 있다냐. 아타시 포함 진보정당 거쳤던 휴먼들이면 진짜 여기에 할 말 한가득이고 킹직히 딥빡이다냐.,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.18,0.76
하..........정의당이 3번으로 올라온것 생각하면 웅장하긴하다...나 고딩땐 우리나라에 저런 당도 있구나 생각했었는데..,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.83
"그러다 민주당 정의당 돼요!
냅둬요! https://t.co/vu3zEHGtUo",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.32,0.62
@byjLygaofQqeS2Q 민주당이 싸놓은 똥을 왜 정의당 지지자들이 같이 치워야함? ㅋㅋㅋ 아니 남페미 감싸는게 아니라 안티페미 패는 화력보다 한줌 남페미 패는 화력이 더 쎄니까 하는말 아닙니까,0.71,0.05,0.01,0.02,0.01,0.01,0.01,0.03,0.11,0.15
@byjLygaofQqeS2Q 대부분 여초 전략투표로 갔구요 정의당 민주당 2중대 그만취급하시구요 민주당 표 갈린건 민주당/이재명 문제구여 윤석열 당선된것도 이재명 문제구요 강요~그만~ 그리고 위근우의 문제도 심지지자 문제도 아닙니다. 착각하지 마세요. 아니 안철수가 더 지지율 높은데 거기서 뭐라하신던가,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.21,0.75
@byjLygaofQqeS2Q 뭔소린지 하나도 모르겠구요. 아니 이재명 찍자고/ 전략투표 여초에 잘만 올라오는데요? 전 여시 회원이구요 님은 어디 여초보고 이러시는지??? 심상정 찍으면 윤석열 이라고 심찍윤이라고 하고 민주당 지지자들 정의당 2중대 취급한거 한두번인가? 회초리 존나 심한데 공감 하나도 안가구요.,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.31,0.61
다당제도 국민이 선택하는겁니다 또한 어느당을 선택하고 뽑는것도 아마 정의당은 살아남을지 다당제 하면 궁금하네요 https://t.co/F62H4MIzDb,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.09,0.87
@HangDangDong86 유작가님 너무 존경하시던 분이지만 그럼 우병우가 대통령깜이지 읺을까요?시민광장에서 정의당까지 따라갔다 문프때문에 민주당 왔지만 이재명은 과거당신이 말했던것 처럼 너무 인성문제가 저는 보이는데 왜 계속 똥즈려밟으시나요?,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.56,0.32
"정의당의 품격이 진중권 품격이라는건데 
중권아 여론조사 보면 허경영이 4등이고 그리고 그다음이 누구더라 https://t.co/qaRIxx4BLG",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.19,0.69
이런 평가를 하기 전에 심상정씨의 태도와 토론이 어떠했는지 그리고 정의당이 어떤 행보를 했었는지 돌아보았으면 합니다. https://t.co/flwRYBNSZu,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.87
"민주당 지지자들, 아무리 정의당이 싫고 심상정이 미워도 이런 짓 좀 하지 마라... 이런 인간들이 무슨 민주니 개혁이니 타령하냐 https://t.co/FBhrXheHIO",0.04,0.01,0.01,0.03,0.01,0.04,0.02,0.22,0.67,0.03
"@newsvop 구김당 2중대로 떡락한  정의당
하나도 정의롭지 않은 정의당
이제 비례투표에서 정의당을 찍느니
허경영의 국가혁명당을 찍겠다",0.06,0.0,0.01,0.04,0.0,0.02,0.01,0.07,0.38,0.12
@newsvop 민중의소리는 정의당 계열인가?,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.82
"지금 100분 토론 이정미와 대선후보 토론 심상정 발언을 보면 그동안 비례대표 정의당에 투표했던거 후회된다. 대장동 본질을 모르지 않을텐데... 민주당 표 뺏을 궁리만 하는
거지 근성 토 나온다.",0.02,0.01,0.01,0.02,0.01,0.03,0.01,0.04,0.82,0.07
"#100인의_질의서
#2022년_대선은_여성들의_물음에_답하라

이에 정의당,국민의당,국민의힘은 당일날 확인하고 연락을 주겠다고 했지만
아직까지 연락이 오지 않고 수차례 연락을 시도했지만 실패했습니다.

심지어 국민의힘은 자동응답으로 업무가 종료되었다는 말만 할뿐 접근조차 어렵습니다.",0.11,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.12,0.73
정의당 양비론 웃기네 지들은 뭐 잘한게 있다고 도매급 취급하는지. 이번 대선 끝나면 자동 소멸할 당이 되지 않나 싶다. 고 노회찬 의원이 그립다 진짜!,0.04,0.01,0.01,0.04,0.01,0.02,0.01,0.06,0.67,0.04
"민주노총 서울본부 대의원대회 참석.
이번 종로구국회의원선거 진보4당(노동당.녹색당.진보당.정의당) 단일후보로 결의를 모아주시는데 큰 역할을 해주신 민주노총 서울본부에 감사인사를 드렸습니다. https://t.co/fdvov5ODP3",0.02,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.08,0.86
지금 엠비씨 100분토론 보고 있는데 정의당은 대선후보로 심상정 말고 이정미 대표를 뽑아야했네,0.05,0.01,0.01,0.03,0.01,0.02,0.01,0.02,0.07,0.81
"총선을 치를 때마다 늘 미안해서 정당만은 정의당을 밀었다. 앞 총선 때 지금의 내 주소 성산(노회찬)에 민주당이 후보를 냈을 때 참 불쾌했었다.근데 가장 대척점에 있는 국짐당을 토론에서 무난히 넘긴다.소문처럼 진중권 때문이라면, 그런식이면, 이제는 아쉬운 안녕할 밖에.",0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.07,0.87
"(대구의 한 시민은) 윤석열 후보에 대해..

“대통령이 되면 20대 여성은 다 죽는다는 생각이 든다”

심상정 정의당 후보가 토론회에서 ‘청년들은 월세로 연 800만원씩 쓴다’고 발언했을 때 윤 후보의 멀뚱한 반응을 보고도 ‘청년 현실을 잘 모른다’는 생각이 들었다고'
https://t.co/eBThHqbYMg",0.03,0.01,0.01,0.01,0.01,0.22,0.0,0.02,0.07,0.43
개욱기다 아빠랑 엠비씨 백분 토론 보고 있는데 국힘에서 씨씨티비를 국가에서 통합 해서 해야한다 하니까 아빠가 저 무식한 놈… 저러다가 정의당한테 한대 맞는다 해서 내가 옆에서 맞아! 정의당은 참지 않아! 함,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.78,0.13
"이재명이 기축통화 이야기 했다고 그 지지자들이 생각을 바꿀까?
윤희숙이 기축통화 조롱하는 유투브 올렸다고 윤석열 지지율이 올라갈까?
장애인 관련법안 표결에는 참석도 안한 심상정이 소중한 1분을 썼다고 자랑하는 정의당 지지자들은 모두 심상정을 찍을까?

MB가 왜 대통령이 됐을까?",0.05,0.0,0.01,0.02,0.01,0.02,0.01,0.05,0.26,0.39
"정의당 행태 보노라니 참 노회찬의원 큰 사람임을 다시 절감한다.

외계인이 처들어 오는데 힘을 합쳐 물리처 놓고 봐야 한다던 그의 워딩도 새삼스럽다, 안그렀소 이정미씨??

외계인에게 처 먹히고 소상공인 아무리 찾아 보소, 씨 마르고 없지 있겠소?
기성 정당만큼이나 답답거나 이기적인 사람들! https://t.co/M4H8V5vrON",0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.04,0.59,0.16
"자기들끼리 리트윗 신나게 하면 목소리 커보이겠지만 애석하게도 계정이 몇 개든 투표권은 하나밖에 없으며 트위터는 늘 말 없이 지켜보는 인구가 많다는 것. 

정의당 지지자 아니니 비켜가시고.",0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.8
"차금법 때문에 정의당 안 찍다는 분들이 항상 누락하는 정보가 차금법(평등법)을 민주당에서 세 건이나 이미 발의했다는 점인데, 당론 전면에 부각시키는 것보다 실제 의석수를 가지고 당장이라도 통과시킬 수 있는 위력이 있는게 민주당이라는 인식은 전혀 못하시는 모양.",0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.8
